Decade,Year,Date,Location,Operator,Op_Code,Route,Type,Make_Type,Aboard,Fatalities,Summary
2001-2010,2006,2006-04-08,"Near Pownal, Vermont",AirNow,Passenger,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,Embraer,1.0,1.0,"The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility. After an aborted first try the plane circled for another attempt but struck a mountainside. The pilot's misinterpretation of the airplane's position relative to the final approach fix, which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain. Contributing to the accident were the low clouds."
2001-2010,2006,2006-08-13,"Near Piacenza, Italy",Air Algerie,Passenger,"Algiers, Algeria - Frankfurt, Germany",Lockheed L-100-30 Hercules,Lockheed,3.0,3.0,The cargo plane crashed while en route in the vicinity of thunderstorms.
2001-2010,2006,2006-08-22,"Near Donetsk, Ukraine",Pulkovo Airlines,Passenger,Anapa - St. Petersburg,Tupolev Tu-154M,Tupolev,170.0,170.0,"The plane disappeared from radar shortly after making a distress call. A distress call was made at FL330 and again at FL100. The aircraft was reportly on fire before it crashed. The plane crashed in a field, 30 miles North of Donetsk and broke-up. Weather forecasters reported thunderstorms and lightning in the area at the time of the crash. The crew pushed the aircraft beyond its limits as they attempted to fly around a thunder storm. The crew steered the aircraft under manual control into an angle of attack that was beyond critical which resulted in  a stall and the subsequent transition into a flat spin and a collision with the ground. The crew's steering of the aircraft under manual control into an angle of attack that was beyond critical which resulted in a stall and subsequent transition into a flat spin and a collision with the ground."
2001-2010,2006,2006-08-27,"Lexington, Kentucky",Comair,Passenger,"Lexington, KY - Atlanta, GA",Canadair CRJ-200ER,Canadair,50.0,49.0,"The jet commuter was the third of three airplanes to take off that morning. The previous two planes took off from Runway 22 without any problems. The flightcrew was cleard to taxi to Runway 22 and subsequently cleared for takeoff. However, flight 5191 used Runway 26, which is about half the length of Runway 22. The plane accelerated to 137 knots befoe it ran off the end of the runway, ran through an airport perimeter fence and impacted trees on an adjacent horse farm and burst into flames. The takeoff sequence took about 36 seconds.  The aircraft was still on the ground as the plane ran off the runway.The plane came to rest about 1,800 feet past the runway. It was dark with light rain at the time of the accident. The copilot was at the controls but it was the captain who taxied the plane into position for take off. The copilot was the lone survivor. The flight crew's failure to use available cues and aids to identify the airplane's location on the airport surface during taxi and their failure to cross check and verify that the airplane was on the correct runway before takeoff. Contributing to this accident were the flight crew's nonpertinent conversation during taxi, which resulted in loss of positional awareness and the Federal Aviation Administration's failure to require that all runway crossings be authorized only by specifiair trafficontrol clearances."
2001-2010,2006,2006-01-09,"Mahad, Iran",Iran Air Tours,Passenger,Bandar Abbas - Mashad,Tupolev Tu-154M,Tupolev,148.0,29.0,The plane crashed while attempting to land. The plane's left wing may have come into contact with the ground causing the plane to skid off the runway and catch fire.
2001-2010,2006,2006-02-09,"Near Kandahar, Afghanistan",Military - Royal Air Force,Military,,British Aerospace Nimrod MR-2,British,14.0,14.0,The NATO supporting aircraft crashed 12 miles west of Kandahar after the crew reported technical problems. The accident was most likely caused by an ignited fuel leak.
2001-2010,2006,2006-11-09,"Vladikavkaz, Russia",Military - Russian Army,Military,Gizel - Khankala,Mi-8 helicopter,Mi-8,15.0,12.0,"Eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. A North Ossetian militant group called Kataib al-Khoul claimed responsibility for shooting down the helicopter."
2001-2010,2006,2006-09-17,"Vandeikya, Nigeria",Military - Nigerian Air Force,Military,Abuja - Obudu,Dornier 228,Dornier,18.0,13.0,"The military plane crashed en route less than 20 minutes from the end of a one-hour flight, 18 nm from its destination. Ten top ranking military officials were killed in the crash. The weather was poor at the time of the accident."
2001-2010,2006,2006-09-29,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,Passenger,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,Boeing,161.0,154.0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members were not injured. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air trafficontrol to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off."
2001-2010,2006,2006-10-10,"Stord, Norway",AtlantiAirways,Passenger,Stavanger - Stord,BAe 146-200,BAe,16.0,4.0,"While attempting to land, the charter plane skidded off the end of the runway, slid down an embankment and caught fire. One survivor was seriously hurt, eleven others were not seriously injured."
2001-2010,2006,2006-10-19,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,Military,Training/Aranchi,Antonov An-2,Antonov,15.0,15.0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport."
2001-2010,2006,2006-10-29,"Near Abuja, Nigeria",ADC Airlines,Passenger,Lagos - Abuja - Sokoto,Boeing 737-2B7,Boeing,105.0,96.0,The jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from Abuja. The pilot did not heed air trafficontrollers' advice to not depart in stormy weather.
2001-2010,2006,2006-11-27,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Military,Tehran - Shiraz,Antonov 74T-200,Antonov,38.0,38.0,"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital."
2001-2010,2006,2006-10-12,"Cajon Pass, California",Air ambulance - Mercy Air Services,Passenger,Loma Linda - Victorville,Bell 412,Bell,3.0,3.0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain."
2001-2010,2006,2006-12-14,"Near Port Heiden, Alaska",PenAir,Passenger,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,Piper,2.0,2.0,"The charter crashed in hilly terrain about 18 northeast of Port Heiden. The weather at the time of the crash was mostly cloudy with winds gusting to 29 mph and 6 miles visibility. The pilot's failure to maintain control of the airplane during cruise flight, which resulted in an uncontrolled descent, and an in-flight collision with snow-covered terrain. Contributing to the accident were the pilot's spatial disorientation, and dark night conditions."
2001-2010,2006,2006-12-16,"Mbeya, Tanzania",Air Charter - Tanzanian Air Services,Passenger,Mbeya - Dar es Salaam,Cessna 310R,Cessna,6.0,3.0,"The pilot chose to initiate his take off from about 200 metres beyond the threshold of Runway 31 because he was not certain of the condition of the runway behind that position. He chose to apply full power on brakes and leaned the mixtures before initiating the take off roll. As the aircraft rolled for take off the pilot reported to have felt acceleration/deceleration effects caused by undulations and wetness of the runway. The target rotation speed was 105kt. However, the pilot had to rotate at around 96kt when it became imminent that the remaining runway length was not enough to stop the aircraft. Shortly after take off the pilot felt a complete lack of acceleration and had to lower the nose in order to increase airspeed. As he did so, the aircraft collided with a roof of a house located about 500 metres beyond the threshold of Runway 13. The aircraft subsequently collided with 3 more houses and an electripole with live cables and broke up."
2001-2010,2007,2007-01-01,"Off Parepare, Indonesia",Adam Air,Passenger,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,Boeing,102.0,102.0,"While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds. Wreckage was found 5 miles south of Parepare. The accident was caused by the autopilot being accidentally disconnected. The two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. Without the autopilot, the plane went out of control, listing to the right and pitching down."
2001-2010,2007,2007-05-01,"Matabwe, Tanzania",DJB Air Charter,Passenger,Dar es Salaam - Matabwe,Piper PA-31-310,Piper,10.0,1.0,"The pilot attempted to land using full flaps and touched down about halfway down the runway. He aborted the landing and applied power to take off. The aircraft struck trees beyond the end of the runway. The airport  is served by a 2,300 foot runway with a significant downslope on one end. The runway had been exposed to recent heavy rain."
2001-2010,2007,2007-09-01,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,Cargo,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,Antonov,35.0,34.0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers."
2001-2010,2007,2007-10-01,"Zapotlanejo, Mexico",Ameristar Jet Charter,Passenger,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,Learjet,2.0,2.0,"The cargo plane crashed and burst into flames in a rural hilly area about 15 miles from Miguel Hidalgo Airport, Guadalajara, Mexico."
2001-2010,2007,2007-12-01,"Van Nuys, California",SunQuest Executive Air Charter,Passenger,Van Nuys - Long Beach,Cessna Citation 525,Cessna,2.0,2.0,"The business jet crashed about a half-mile north of a runway while attempting to take off for a positioning flight to Long Beach. The plane had an emergency on board and was trying to return to the airport. Both the pilot and copilot were killed. The pilot's failure to maintain an adequate airspeed during the initial climb resulting in an inadvertent stall/spin. Contributing to the accident were the second pilots inadequate preflight, failure to properly secure the front baggage door, and the front left baggage door opening in flight, which likely distracted the first pilot."
2001-2010,2007,2007-01-20,"Near Baghdad, Iraq",Military - US Army,Military,,Sikorsky UH-60L Black Hawk,Sikorsky,12.0,12.0,The helicopter crashed northeast of Baghdad.
2001-2010,2007,2007-01-25,"Pau, France",Regional Compagnie Aerienne Europeenne,Passenger,Pau - Paris,Fokker 100,Fokker,54.0,0.0,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field."
2001-2010,2007,2007-06-02,"East Bay Cay, Turks & Caicos Islands",Air Turks & Caicos,Passenger,North Caicos - Grand Turk,Beechcraft Super King Air B200,Beechcraft,6.0,1.0,"While on final approach, the charter aircraft crashed short of the runway, killing the pilot who was the nephew of Turks & Caicos Premier."
2001-2010,2007,2007-07-02,"Belgrade, Montana",Metro Aviation,Passenger,Great Falls - Bozeman,Beechcraft Super King Air B200,Beechcraft,3.0,3.0,Crashed under unknown circumstances 15 miles north of Bozeman while attempting to land. The aircraft was on a positioning flight. The pilot's failure to maintain an adequate altitude and descent rate during a night visual approach. Dark night conditions and mountainous terrain are factors in the accident.
2001-2010,2007,2007-07-03,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,Passenger,Jakarta - Yogyakarta,Boeing B-737-497,Boeing,140.0,22.0,"While attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. The cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. An investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land."
2001-2010,2007,2007-08-03,"Princeville, Hawaii",Heli-USA Airways,Passenger,Sightseeing,Aerospatiale AS350BA Rotocraft,Aerospatiale,7.0,4.0,"The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics. The helicopter hit the ground about 200 yards from it's normal landing pad. The failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. Contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with Federal regulations."
2001-2010,2007,2007-11-03,"Hanea, Kauai, Hawaii",Inter-Island,Passenger,,MDonnell Douglas 369FF Rotocraft,MDonnell,5.0,1.0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field.The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation."
2001-2010,2007,2007-03-14,"Fazenda Nossa Senhora de Lourdes, Brazil",,Unknown,Petrolina - Salvador,Rockwell 500S Shrike Commander,Rockwell,4.0,4.0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field."
2001-2010,2007,2007-03-17,"Samara, Russia",UTAir Airlines,Passenger,Surgut - Samara,Tupelov 134AK,Tupelov,57.0,6.0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The controllers' failure to warn the crew of worsening weather and the crew's erroneous decision to land despite poor visibility."
2001-2010,2007,2007-03-23,"Mogadishu, Somalia",Transaviaexport Airlines,Passenger,Mogadishu - Djibouti,Ilushin Il-76TD,Ilushin,11.0,11.0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu."
2001-2010,2007,2007-04-25,"Near Kopinang, Guyana",Air Services,Passenger,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,Pilatus,5.0,3.0,The plane landed at Kato and could not take off because of bad weather. Twenty minutes after eventually taking off the plane crashed into mountains while en route. A mother and her five-year-old son walked for about 16 hours through Guyana's jungle to safety after surviving the crash.
2001-2010,2007,2007-04-27,"Shatoi, Chechnya",Military - Russian,Military,,Mi 8,Mi,18.0,18.0,The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. Conflicting reports say the helicopter may have been shot down by Chechnyan rebels.
2001-2010,2007,2007-05-05,"Near Dizangue, Cameroon",Kenya Airways,Passenger,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,Boeing,114.0,114.0,"The plane crashed in a dense, swampy forested area, 5 km from Douala Airport, moments after taking off in stormy weather. The plane was just six months old."
2001-2010,2007,2007-06-05,"Near El-Thamad, Egypt",Military - French Air Force,Military,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,de,9.0,9.0,"Collided with a truck while attempting to make an emergency landing on a road. French soldiers aboard were with  the Sinai's peacekeeping force, the Multinational Force & Observers."
2001-2010,2007,2007-05-17,"Walikale Airstrip, Congo",Safe Air Complany,Passenger,Walikale - Goma,Let 410UVP,Let,3.0,3.0,An engine on the cargo plane caught fire shortly after taking off. An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.
2001-2010,2007,2007-05-24,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,Military,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,de,20.0,13.0,Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.
2001-2010,2007,2007-03-06,"Freetown, Sierra Leone",Paramount Airlilnes,Passenger,Shuttle,Mi-8,Mi-,22.0,21.0,The helicopter crashed and burned on the airport runway while attempting to land. It was shuttling passengers between Sierra Leone's coastal capital of Freetown and Lungi Airport.
2001-2010,2007,2007-04-06,"Near Milwaukee, Wisconson",University of Michigan Health System,Passenger,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,Cessna,6.0,6.0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident."
2001-2010,2007,2007-06-13,"Selenge province, Mongolia",Mongolian Defense Ministry,Passenger,,Mi-8,Mi-,22.0,15.0,"While en route to a forest fire, the helicopter crashed into dense forest on a mountain at an altitude of 6,100 feet."
2001-2010,2007,2007-06-16,"Vungano Hills, Malawi",Nyika Safaris,Passenger,Lilongwe to Rumchi,Cessna 206,Cessna,6.0,6.0,The sightseeing plane crashed in fog and poor weather while en route. Wreckage was found in a ravine by villagers. Five British tourists along with the pilot killed.
2001-2010,2007,2007-06-21,"Near Kamina, Congo",Karibu Airways,Passenger,Kamina - Lubumbashi,Let 410UVP,Let,25.0,1.0,The plane crashed shortly after taking off into a swamp coming to rest upside down. A parliment member of the DemocratiRepubliof Congo was killed.
2001-2010,2007,2007-06-25,"Near Sihanoukville, Cambodia",PMT Air,Passenger,Siem Reap - Sihanoukville,Antonov AN-24V,Antonov,22.0,22.0,"The aircraft crashed into Phnom Damrey Mountain at an elevation of 1,640 feet, about 5 minutes from its destination of Sihanoukville."
2001-2010,2007,2007-06-28,"M'Banza Congo, Angola",TAAG Angola Airlines,Passenger,Luanda - M'Banza,Boeing 737-2M2,Boeing,78.0,5.0,"The aircraft blew two tires on landing, causing one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building."
2001-2010,2007,2007-05-07,"Culiacan, Mexico",Jett Paqueteria SA,Passenger,,North American CT-39A Sabreline,North,3.0,3.0,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building."
2001-2010,2007,2007-05-07,"Connemara, Ireland",Charter - Private,Passenger,Inishmaan - Connemara,Cessna 208B Grand Caravan,Cessna,9.0,2.0,The aircraft missed the runway on its approach after a sightseeing trip.
2001-2010,2007,2007-08-07,"Muncho Lake, British Columbia, Canada",Liard Air,Passenger,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,de,5.0,1.0,The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake. One passenger was killed.
2001-2010,2007,2007-07-17,"Sao Paulo, Brazil",TAM (Brazil),Passenger,Porto Alegre - Sao Paulo,Airbus A-320-233,Airbus,187.0,187.0,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames. One hundred seventy passengers and a crew of six were aboard."
2001-2010,2007,2007-07-23,"Near Shinile, Ethiopia",Djibouti Airlines,Passenger,Dire Dawa - Djibouti,Antonov AN-26V,Antonov,9.0,1.0,The cargo plane crashed shortly after taking off after an engine failed. The pilot was trying to return for an emergency landing.
2001-2010,2007,2007-07-24,"Rudyerd Bay, Alaska",Taquan Air Service,Passenger,Sightseeing,de Havilland DHC-2 MK.1 Beaver,de,5.0,5.0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator."
2001-2010,2007,2007-07-29,"Moscow, Russia",Atran,Passenger,Sightseeing,Antonov AN-12BP,Antonov,9.0,9.0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area."
2001-2010,2007,2007-05-08,"Near Ruidoso, New Mexico",Southwest Medivac,Passenger,Ruidoso - Albuquerque,Beechcraft King Air E-90,Beechcraft,5.0,5.0,"The medivaflight crashed in Devil's Canyon in the Lincoln National Forest, four minutes after taking off from Ruidoso. The pilot, a male nurse, a female paramediand a 15-month-old girl and her mother were killed.The pilot's failure to maintain clearance from terrain due to spatial disorientation."
2001-2010,2007,2007-09-08,"Off Moorea, French Polynesia",Air Moorea,Passenger,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,de,20.0,20.0,Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway.
2001-2010,2007,2007-08-16,"Near Ketchikan, Alaska",SeaWind Aviation,Passenger,Sightseeing,de Havilland Canada DHC-2 Beaver,de,10.0,6.0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground."
2001-2010,2007,2007-08-22,"Near Kirkuk, Iraq",Military - U.S. Army,Military,Transporting troops,UH-60 Blackhawk helilcopter,UH-60,14.0,14.0,Crashed most likely due to a mechanical problem while traveling with a second helicopter.
2001-2010,2007,2007-08-22,"Near Curitiba, Brazil",Two Taxi Aero,Passenger,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,Embraer,2.0,2.0,Crashed shortly after taking off from Curitiba
2001-2010,2007,2007-08-26,"Kongolo, DemocratiRepubliCongo",Great Lakes Business Complany,Passenger,Kongolo - Goma,Antonov AN-32,Antonov,15.0,14.0,"The cargo plane, carrying tin ore, lost one of it's two engines eleven minutes after taking off and tried to return to the airport. Due to strong back winds and a fully loaded plane, the aircraft clipped tree tops and crashed and burned 3 km short of the runway. The plane was overloaded by 3 tons."
2001-2010,2007,2007-07-09,"Goma, DemocratiRepubliCongo",Galaxy Kavatsi Airlines,Passenger,Kisangi - Goma - Bukavu,Antonov AN-12BP,Antonov,8.0,8.0,"The cargo plane, carrying palm oil, overshot the runway, crashed into a petrified lava flow and caught fire."
2001-2010,2008,2008-12-01,"Blace, Macedonia",Military - Macedonian Air Force,Military,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,Mi-17,11.0,11.0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.
2001-2010,2007,2007-09-16,"Phuket, Thailand",One-Two-Go Airlines,Passenger,Bangkok - Phuket,McDonnell Douglas MD-82,McDonnell,130.0,90.0,"While landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. The pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. Also, the plane was traveling faster and descending more sharply than normal."
2001-2010,2007,2007-09-24,"Malemba Nkulu, DR Congo",Karibu Airways,Passenger,Lubumbashi - Malemba Nkulu,Let 410,Let,6.0,1.0,Crashed while attempting to land and came to rest in a cemetery.
2001-2010,2007,2007-04-10,"Kinshasa, DR Congo",Africa One Congo,Passenger,Kinshasa - Tshikapa,Antonov AN-26,Antonov,22.0,21.0,"While attempting to take off, the cargo plane crashed into a Congolese neighborhood and caught fire about three miles from the airport. The plane's mechaniwas the only survivor aboard the plane."
2001-2010,2007,2007-04-10,"Alamosa, Colorado",SceniAir Tours,Passenger,,Beechcraft King Air C90A,Beechcraft,3.0,3.0,"During its descent at night and in poor weather conditions, the aircraft hit the Charleys Peak located 25 miles southeast from Alamosa. The aircraft was carrying one pilot, a flight paramediand a flight nurse to pick up a patient in Alamosa. The pilot's failure to maintain clearance from mountainous terrain. Contributing to the accident was the pilot's inadequate preflight planning, improper in-flight planning and decision making, the dark night, and the controller's failure to issue a safety alert to the pilot."
2001-2010,2007,2007-07-10,"White Pass, Washington",Kapowsin Air Sports,Passenger,"Star, ID - Shelton, WA",Cessna 208 Caravan,Cessna,10.0,10.0,"The parachutists had gone to Boise for a skydiving meet and were returning to Shelton when the plane crashed in rugged mountain territory. Radar shows the plane was at about 13,000 feet when it reached the Tieton River valley. The plane then turned around 360 degrees, then lost about 7,000 feet-per-minute before it disappeared. Reports indicate the pilot faced low clouds and low-level turbulence before the accident."
2001-2010,2007,2007-08-10,"Near Cubarral, Colombia",Nacional de Aviacion,Passenger,Villavicencio - Uribe,Let 410 UVP-E10A,Let,18.0,18.0,Disappeared while en route.
2001-2010,2007,2007-04-11,"Sao Paulo, Brazil",Reali Taxi Aereo,Passenger,Sao Paulo - Rio de Janeiro,Learjet 35A,Learjet,2.0,2.0,"The executive jet took off, banked to the right and crashed to the ground striking two houses. The copilot failed to complete the checklist and filled only the right wing fuel tank. By the time they took off it was too late to fix the imbalance with the balancing pump to distriblue fuel evenly in both wings. The plane banked to the right until it stalled and crashed."
2001-2010,2007,2007-08-11,"Khartoum, Sudan",Juba Air Cargo,Cargo,Khartoum - Juba,Antonov 12,Antonov,4.0,0.0,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground."
2001-2010,2007,2007-11-30,"Near Isparta, Turkey",Atlasjet Airlines,Passenger,Istanbul - Isparta,McDonnell Douglas MD-83,McDonnell,57.0,57.0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The crew did not follow rules during landing, which led to a collision/accident."
2001-2010,2007,2007-03-12,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",Passenger,Cordova - Ancorage,Eurocopter Deutschland BK117C1,Eurocopter,4.0,4.0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system."
2001-2010,2007,2007-05-12,"Columbus, Ohio",Castle Aviation,Passenger,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,Cessna,2.0,2.0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions."
2001-2010,2007,2007-09-12,"Kiev, Ukraine",Fun Air,Passenger,HradeKrálové - Kiev,Beechcraft King Air C90B,Beechcraft,5.0,5.0,"The chartered twin engine plane crashed in an open field and slid into a vacant shed, short of the runway, in dense fog. All three passengers and crew of 2 were killed. All 5 were Czech nationals."
2001-2010,2008,2008-04-01,"Los Roques, Venezuela",Transaven,Passenger,Los Rogues - Carac,Let 410 UVP-E3,Let,18.0,18.0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.
2001-2010,2008,2008-05-01,"Kodiak, Alaska",Servant Air,Passenger,Kodiak - Homer,Piper PA-31-350 Navajo,Piper,10.0,6.0,"The charter aircraft crashed into Kodiak harbor, 50 yards beyond the end of the runway, after taking off from Kodiak Airport.  One of the survivors said a baggage area door opened at the nose of the plane on the pilot’s side that prompted the pilot to try to return to the airport. Failure of company maintenance personnel to ensure that the airplane's nose baggage door latching mechanism was properly configured and maintained, resulting in an inadvertent opening of the nose baggage door in flight. Contributing to the accident were the lack of information and guidance available to the operator and pilot regarding procedures to follow should a baggage door open in flight and an inadvertent aerodynamistall."
2001-2010,2008,2008-01-14,"Off Lihu, Hawaii",Apline Aviation,Passenger,Lihu - Kauai,Beechcraft 1900C-1,Beechcraft,1.0,1.0,"The cargo plane was carrying mail when it crashed into the sea, 7 miles south of Lihu. The pilot's spatial disorientation and loss of situational awareness. Contributing to the accident were the dark night and the task requirements of simultaneously monitoring the cockpit instruments and the other airplane."
2001-2010,2008,2008-01-17,"London, England",British Airways,Passenger,"Bejing, China - London, England",Boeing 777-236ER,Boeing,152.0,0.0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence."
2001-2010,2008,2008-01-19,"Near Huambo, Angola",Gira Globo Charter,Passenger,"Luanda, Angola - Huambo, Angola",Beechcraft King Air B200,Beechcraft,13.0,13.0,The twin engine plane crashed into mountains in rain and fog. The crew was flying below minima in a mountainous area.
2001-2010,2008,2008-01-23,"Miroslawiec, Poland",Military - Polish Air Force,Military,Warsaw - Miroslawiec,CASA C-295M,CASA,20.0,20.0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport."
2001-2010,2008,2008-01-26,"Near Malinau, Indonesia",Dirgantara Air Service,Passenger,Tarakan - Long Apung,CASA NC-212-200,CASA,3.0,3.0,The cargo plane crashed while en route.
